Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
524,11334,94547638,GEM/2025/B/6825763,,,,,,,"New Delhi, Delhi, India",04-12-2025,ref to doc,60000,,,,,,,N/A,,315000,,,,,
525,11610,94606028,GEM/2025/B/6891790,,,,,,,"Pondicherry, Puducherry, India",28-11-2025,ref to doc,181,,,,,,,N/A,,312248.89,,,,,
526,12079,94734699,2025_ZPHD_951554_23,,,,,,,"Hooghly, West Bengal, India",13-12-2025,ref to doc,,,,,,,,N/A,,306152,,,,,
527,12939,94948627,GEM/2025/B/6924564,,,,,,,"Raipur, Chhattisgarh, India",05-12-2025,,405,,,,,,,N/A,,303345,,,,,
528,12716,94898005,GEM/2025/B/6823436,,,,,,,"Jodhpur, Rajasthan, India",01-12-2025,ref to doc,360,,,,,,,N/A,,301593.6,,,,,
529,9150,93971050,2025_MCGM_1233544_1,,,,,,,"Mumbai, Maharashtra, India",29-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
530,11369,94552852,MCA2526GSOB00209,,,,,,,"Ajmer, Rajasthan, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
531,11423,94560009,2025_MCGM_1244745_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
532,11424,94560057,2025_MCGM_1244783_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
533,11614,94608634,2025_JLNMC_512978_1,,,,,,,"Ajmer, Rajasthan, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
534,12063,94727417,,,,,,,,"Pithoragarh, Uttarakhand, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
535,12248,94777635,2025_MCGM_1247416_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
536,12249,94777641,2025_MCGM_1247412_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
537,12250,94777643,2025_MCGM_1247410_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
538,12252,94777659,2025_MCGM_1247423_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
539,12280,94740329,,,,,,,,"Pithoragarh, Uttarakhand, India",26-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
540,12441,94827453,2025_MCGM_1247002_1,,,,,,,"Mumbai, Maharashtra, India",29-11-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
541,12765,94906501,2025_JLNMC_514523_1,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
542,12897,94926836,MCA2526GSOB00260,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
543,12900,94927647,MCA2526GSOB00259,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
544,12956,94951987,2025_MCGM_1250719_1,,,,,,,"Mumbai, Maharashtra, India",01-12-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
545,13050,94989157,GEM/2025/B/6926684,,,,,,,"Adityapur, Jharkhand, India",16-12-2025,,90165,,,,,,,N/A,,300000,,,,,
546,13053,94989289,E NIVIDA 10/2025:246069:,,,,,,,"Limbdi, Gujarat, India",04-12-2025,ref to doc,,,,,,,,N/A,,300000,,,,,
547,11460,94586554,GEM/2025/B/6886981,,,,,,,"Rajouri, Jammu And Kashmir, India",04-12-2025,,231,,,,,,,N/A,,299067.96,,,,,
548,11899,94686848,,,,,,,,"Ukai Dam, Gujarat, India",27-11-2025,,,,,,,,,N/A,,295943.52,,,,,
549,12080,94735395,GEM/2025/B/6892961,,,,,,,"Dahod, Gujarat, India",01-12-2025,ref to doc,1,,,,,,,N/A,,280000,,,,,
550,12955,94951820,MHS2526GSOB05204,,,,,,,"Jodhpur, Rajasthan, India",29-11-2025,ref to doc,,,,,,,,N/A,,280000,,,,,
551,11878,94682321,GEM/2025/B/6865834,,,,,,,"Srinagar, Jammu And Kashmir, India",27-11-2025,ref to doc,64,,,,,,,N/A,,274350,,,,,
552,11145,94506176,GEM/2025/B/6748103,,,,,,,"Ghaziabad, Uttar Pradesh, India",27-11-2025,ref to doc,4,,,,,,,N/A,,270000,,,,,
553,11879,94682330,GEM/2025/B/6771745,,,,,,,"Agra, Uttar Pradesh, India",29-11-2025,ref to doc,56,,,,,,,N/A,,265000,,,,,
554,9942,94188760,2025_MCGM_1239270_1,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,246400,,,,,
555,12146,94757269,GEM/2025/B/6904001,,,,,,,"Bhavnagar, Gujarat, India",28-11-2025,,67,,,,,,,N/A,,242600,,,,,
556,11355,94526094,MCA2526GSOB00197,,,,,,,"Ajmer, Rajasthan, India",26-11-2025,ref to doc,,,,,,,,N/A,,240000,,,,,
557,12596,94864652,GEM/2025/B/6917046,,,,,,,"Kanpur, Uttar Pradesh, India",12-12-2025,,12,,,,,,,N/A,,237888,,,,,
558,10949,94461023,GEM/2025/B/6875562,,,,,,,"New Delhi, Delhi, India",02-12-2025,ref to doc,45000,,,,,,,N/A,,235800,,,,,
559,12544,94858993,GEM/2025/B/6823145,,,,,,,"Pune, Maharashtra, India",05-12-2025,ref to doc,810,,,,,,,N/A,,232839.36,,,,,
560,11627,94609846,GEM/2025/B/6884886,,,,,,,"Sultanpur, Uttar Pradesh, India",05-12-2025,,1225,,,,,,,N/A,,232186.5,,,,,
561,10696,94401452,GEM/2025/B/6788682,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,455,,,,,,,N/A,,217000,,,,,
562,11346,94551967,,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,,,,,,,,N/A,,217000,,,,,
563,11548,94598967,,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,,,,,,,,N/A,,217000,,,,,
564,11783,94646221,,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,,,,,,,,N/A,,217000,,,,,
565,10999,94467274,ANH2526GSOB00225,,,,,,,"Jaipur, Rajasthan, India",28-11-2025,ref to doc,,,,,,,,N/A,,216920,,,,,
566,10619,94384057,GEM/2025/B/6857405,,,,,,,"Hyderabad, Telangana, India",29-11-2025,ref to doc,10,,,,,,,N/A,,210000,,,,,
567,11584,94599010,2025_DME_820781_1,,,,,,,"Kollam, Kerala, India",27-11-2025,ref to doc,,,,,,,,N/A,,208950,,,,,
568,12915,94947933,GEM/2025/B/6925410,,,,,,,"Bhopal, Madhya Pradesh, India",04-12-2025,,5755,,,,,,,N/A,,202165,,,,,
569,10346,94299381,2025_ARMY_738644_1,,,,,,,"New Delhi, Delhi, India",26-11-2025,ref to doc,,,,,,,,N/A,,202129,,,,,
570,10966,94459207,GEM/2025/B/6876160,,,,,,,"Kandhamal, Orissa, India",02-12-2025,ref to doc,7329,,,,,,,N/A,,200000,,,,,
571,12303,94784225,Memo No: CMOH/BIR/4871,,,,,,,"Birbhum, West Bengal, India",15-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
572,12674,94867043,GEM/2025/B/6917292,,,,,,,"Baramulla, Jammu And Kashmir, India",01-12-2025,,2947,,,,,,,N/A,,200000,,,,,
573,12789,94914956,GEM/2025/B/6921225,,,,,,,"South Tripura, Tripura, India",13-12-2025,,13034,,,,,,,N/A,,200000,,,,,
574,12800,94915906,2025_JLNMC_514492_1,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
575,12806,94918631,GEM/2025/B/6922303,,,,,,,"Kargil, Jammu And Kashmir, India",03-12-2025,,8,,,,,,,N/A,,200000,,,,,
576,12835,94918770,2025_JLNMC_514533_1,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
577,12898,94926842,MCA2526GSOB00262,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
578,12945,94937067,MCA2526GSOB00254,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
579,12954,94951813,MHS2526GSRC05193,,,,,,,"Sikar, Rajasthan, India",03-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
580,12962,94954197,,,,,,,,"Birbhum, West Bengal, India",15-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
581,13023,94987102,2025_PRD_515322_1,,,,,,,"Jaitaran, Rajasthan, India",01-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
582,13024,94987108,2025_PRD_515324_1,,,,,,,"Jaitaran, Rajasthan, India",01-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
583,13118,94998416,PHV2526WSRC00125,,,,,,,"Pali, Rajasthan, India",01-12-2025,ref to doc,,,,,,,,N/A,,200000,,,,,
584,12795,94915064,GEM/2025/B/6921471,,,,,,,"Pune, Maharashtra, India",06-12-2025,,732,,,,,,,N/A,,199775,,,,,
585,11364,94552514,GEM/2025/B/6885813,,,,,,,"Lucknow, Uttar Pradesh, India",27-11-2025,,3132,,,,,,,N/A,,197366,,,,,
586,12690,94872386,POL2526GSLB00098,,,,,,,"Jaipur, Rajasthan, India",28-11-2025,ref to doc,,,,,,,,N/A,,195000,,,,,
587,12911,94936808,MHS2526GSLB05127,,,,,,,"Rajsamand, Rajasthan, India",27-11-2025,ref to doc,,,,,,,,N/A,,195000,,,,,
588,13070,94994096,,,,,,,,"Bankura, West Bengal, India",01-12-2025,,,,,,,,,N/A,,192530,,,,,
589,13180,95003281,2025_IWD_938226_1,,,,,,,"Bankura, West Bengal, India",01-12-2025,ref to doc,,,,,,,,N/A,,192530,,,,,
590,12856,94937393,GEM/2025/B/6922453,,,,,,,"Sonebhadra, Uttar Pradesh, India",13-12-2025,ref to doc,8,,,,,,,N/A,,189998,,,,,
591,12875,94944321,GEM/2025/B/6924390,,,,,,,"Bilaspur , Chhattisgarh, India",05-12-2025,ref to doc,735,,,,,,,N/A,,189079,,,,,
592,12774,94906034,SMS2526GSLB00434,,,,,,,"Jaipur, Rajasthan, India",29-11-2025,ref to doc,,,,,,,,N/A,,185000,,,,,
593,10971,94443648,NIT: WBPWD/EEKIT/E-NIT-200/T/25-26,,,,,,,"Kolkata, West Bengal, India",28-11-2025,ref to doc,,,,,,,,N/A,,182200,,,,,
594,12234,94768261,2025_PWD_120681_5,,,,,,,"Shimla, Himachal Pradesh, India",26-11-2025,ref to doc,,,,,,,,N/A,,180208,,,,,
595,11896,94686931,PHE2526WSOB08605,,,,,,,"Alwar, Rajasthan, India",28-11-2025,ref to doc,,,,,,,,N/A,,180000,,,,,
596,11912,94687550,GEM/2025/B/6899397,,,,,,,"Amritsar, Punjab, India",02-12-2025,,5573,,,,,,,N/A,,180000,,,,,
597,12051,94728494,GEM/2025/B/6903087,,,,,,,"South 24 Parganas, West Bengal, India",28-11-2025,,15000,,,,,,,N/A,,180000,,,,,
598,12928,94948794,GEM/2025/B/6822884,,,,,,,"New Delhi, Delhi, India",04-12-2025,,9000,,,,,,,N/A,,180000,,,,,
599,13043,94991669,WTPS-S-WebT-1-2025-SUPPLY-16,,,,,,,"Kheda, Gujarat, India",08-12-2025,,,,,,,,,N/A,,177394,,,,,
600,10239,94260773,GEM/2025/B/6857556,,,,,,,"Ramanathapuram, Tamil Nadu, India",26-11-2025,10-11-2025,1,,,,,,,N/A,,177054,,,,,
601,10695,94401451,GEM/2025/B/6788677,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,310,,,,,,,N/A,,177000,,,,,
602,11549,94598997,,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,,,,,,,,N/A,,177000,,,,,
603,12799,94915476,2025_DME_821074_1,,,,,,,"Malappuram, Kerala, India",08-12-2025,ref to doc,,,,,,,,N/A,,170000,,,,,
604,12857,94937503,GEM/2025/B/6922534,,,,,,,"Kamrup, Assam, India",02-12-2025,ref to doc,2694,,,,,,,N/A,,170000,,,,,
605,13101,94992393,GEM/2025/B/6929115,,,,,,,"Ganderbal, Jammu And Kashmir, India",05-12-2025,,6888,,,,,,,N/A,,168000,,,,,
606,10625,94384505,2025_ARMY_738795_1,,,,,,,"New Delhi, Delhi, India",27-11-2025,ref to doc,,,,,,,,N/A,,166320,,,,,
607,8,84154070,AYU2425GSLB00232,,,,,,,"Jodhpur, Rajasthan, India",07-12-2025,ref to doc,,,,,,,,N/A,,164000,,,,,
608,13060,94992233,GEM/2025/B/6928731,,,,,,,"New Delhi, Delhi, India",16-12-2025,ref to doc,7750,,,,,,,N/A,,156592.54,,,,,
609,10344,94299038,2025_ARMY_738632_1,,,,,,,"New Delhi, Delhi, India",26-11-2025,ref to doc,,,,,,,,N/A,,154003,,,,,
610,12347,94782428,2025_CEPWD_67361_1,,,,,,,"South Tripura, Tripura, India",26-11-2025,ref to doc,,,,,,,,N/A,,150971,,,,,
611,10618,94382359,2025_DHFW_818274_1,,,,,,,"Pondicherry, Puducherry, India",28-11-2025,ref to doc,,,,,,,,N/A,,150000,,,,,
612,10988,94465342,GEM/2025/B/6876739,,,,,,,"Ernakulam, Kerala, India",02-12-2025,,22,,,,,,,N/A,,150000,,,,,
613,12102,94737251,2025_HFWD_48353_2,,,,,,,"Dhubri, Assam, India",01-12-2025,ref to doc,,,,,,,,N/A,,150000,,,,,
614,12907,94927558,MCA2526GSOB00255,,,,,,,"Ajmer, Rajasthan, India",04-12-2025,ref to doc,,,,,,,,N/A,,150000,,,,,
615,13021,94987089,2025_PRD_515295_1,,,,,,,"Jaitaran, Rajasthan, India",01-12-2025,ref to doc,,,,,,,,N/A,,150000,,,,,
616,12785,94914883,GEM/2025/B/6898323,,,,,,,"Sonitpur, Assam, India",13-12-2025,ref to doc,4378,,,,,,,N/A,,149823,,,,,
617,10123,94220710,2025_DME_818751_1,,,,,,,"Kollam, Kerala, India",01-12-2025,ref to doc,,,,,,,,N/A,,147500,,,,,
618,12002,94712731,GEM/2025/B/6901214,,,,,,,"Ganjam, Orissa, India",08-12-2025,29-11-2025,479,,,,,,,N/A,,147028,,,,,
619,11941,94692206,GEM/2025/B/6899728,,,,,,,"New Delhi, Delhi, India",29-11-2025,,73,,,,,,,N/A,,141771,,,,,
620,10624,94384504,2025_ARMY_738787_1,,,,,,,"New Delhi, Delhi, India",27-11-2025,ref to doc,,,,,,,,N/A,,134576,,,,,
621,12914,94947910,GEM/2025/B/6925312,,,,,,,"East Sikkim, Sikkim, India",04-12-2025,,38947,,,,,,,N/A,,131989,,,,,
622,10615,94381425,2025_DME_819774_1,,,,,,,"Thrissur, Kerala, India",28-11-2025,ref to doc,,,,,,,,N/A,,131323,,,,,
623,13155,95016978,646978-336/25-26/EM&MRT-V/P42/CE/O&M/KTPS-V&VI Stages,,,,,,,"Not Classified, Telangana, India",17-12-2025,,,,,,,,,N/A,,128424,,,,,
624,10021,94207627,GEM/2025/B/6810012,,,,,,,"Noida, Uttar Pradesh, India",28-11-2025,,500,,,,,,,N/A,,124750,,,,,
625,11580,94602615,GEM/2025/B/6891169,,,,,,,"Indore, Madhya Pradesh, India",26-11-2025,15-11-2025,465,,,,,,,N/A,,120000,,,,,
626,11634,94622256,2025_MSMET_949318_1,,,,,,,"Kolkata, West Bengal, India",09-12-2025,ref to doc,,,,,,,,N/A,,116600,,,,,
627,12424,94824331,GEM/2025/B/6873275,,,,,,,"Ahmedabad, Gujarat, India",11-12-2025,27-11-2025,26,,,,,,,N/A,,110000,,,,,
628,12021,94718093,2025_HRY_483931_1,,,,,,,"Bhiwani, Haryana, India",26-11-2025,ref to doc,,,,,,,,N/A,,108000,,,,,
629,10211,94255886,GEM/2025/B/6830735,,,,,,,"Hyderabad, Telangana, India",26-11-2025,ref to doc,408,,,,,,,N/A,,102800,,,,,
630,12648,94866680,2025_DME_821068_1,,,,,,,"Ernakulam, Kerala, India",06-12-2025,ref to doc,,,,,,,,N/A,,101860,,,,,
631,10569,94377326,2025_DHFW_818239_1,,,,,,,"Pondicherry, Puducherry, India",28-11-2025,ref to doc,,,,,,,,N/A,,100000,,,,,
632,10585,94344655,GEM/2025/B/6864788,,,,,,,"Mathura, Uttar Pradesh, India",28-11-2025,ref to doc,10480,,,,,,,N/A,,100000,,,,,
633,11496,94586379,GEM/2025/B/6800960,,,,,,,"Chandigarh, Punjab, India",28-11-2025,,5553,,,,,,,N/A,,100000,,,,,
634,12714,94897962,GEM/2025/B/6914687,,,,,,,"Poonch, Jammu And Kashmir, India",01-12-2025,ref to doc,328,,,,,,,N/A,,100000,,,,,
635,12790,94914958,GEM/2025/B/6921229,,,,,,,"Lucknow, Uttar Pradesh, India",02-12-2025,,24,,,,,,,N/A,,100000,,,,,
636,13076,94995129,GEM/2025/B/6929671,,,,,,,"Udhampur, Jammu And Kashmir, India",05-12-2025,,1,,,,,,,N/A,,100000,,,,,
637,12721,94901377,GEM/2025/B/6919940,,,,,,,"Darjeeling, West Bengal, India",02-12-2025,ref to doc,3910,,,,,,,N/A,,99961,,,,,
638,12199,94761779,GEM/2025/B/6906785,,,,,,,"Darjeeling, West Bengal, India",29-11-2025,ref to doc,1855,,,,,,,N/A,,99930,,,,,
639,11855,94667306,GEM/2025/B/6897499,,,,,,,"Darjeeling, West Bengal, India",27-11-2025,ref to doc,3444,,,,,,,N/A,,99912.78,,,,,
640,12719,94898274,GEM/2025/B/6919853,,,,,,,"Darjeeling, West Bengal, India",01-12-2025,ref to doc,868,,,,,,,N/A,,99826,,,,,
641,11973,94714818,GEM/2025/B/6901657,,,,,,,"Darjeeling, West Bengal, India",28-11-2025,ref to doc,5674,,,,,,,N/A,,99793.1,,,,,
642,11975,94714894,GEM/2025/B/6901583,,,,,,,"Darjeeling, West Bengal, India",27-11-2025,ref to doc,3015,,,,,,,N/A,,99744,,,,,
643,12773,94904444,GEM/2025/B/6920081,,,,,,,"Darjeeling, West Bengal, India",03-12-2025,,740,,,,,,,N/A,,99705,,,,,
644,12162,94761784,GEM/2025/B/6906803,,,,,,,"Darjeeling, West Bengal, India",29-11-2025,ref to doc,3098,,,,,,,N/A,,99549,,,,,
645,12763,94904352,GEM/2025/B/6920062,,,,,,,"Darjeeling, West Bengal, India",02-12-2025,ref to doc,913,,,,,,,N/A,,99532,,,,,
646,11974,94714826,GEM/2025/B/6901681,,,,,,,"Darjeeling, West Bengal, India",28-11-2025,ref to doc,595,,,,,,,N/A,,99512,,,,,
647,12161,94761768,GEM/2025/B/6906762,,,,,,,"Darjeeling, West Bengal, India",29-11-2025,ref to doc,1135,,,,,,,N/A,,99089,,,,,
648,12733,94904532,GEM/2025/B/6920106,,,,,,,"Darjeeling, West Bengal, India",03-12-2025,ref to doc,499,,,,,,,N/A,,97669,,,,,
649,12617,94867426,GEM/2025/B/6901016,,,,,,,"Kanpur, Uttar Pradesh, India",01-12-2025,,38628,,,,,,,N/A,,94582.44,,,,,
650,12618,94867428,GEM/2025/B/6901059,,,,,,,"Kanpur, Uttar Pradesh, India",01-12-2025,,57066,,,,,,,N/A,,93444.15,,,,,
651,12205,94767652,2025_DMB_950082_49,,,,,,,"Bardhaman, West Bengal, India",15-12-2025,ref to doc,,,,,,,,N/A,,87586,,,,,
652,12223,94775077,GEM/2025/B/6907812,,,,,,,"Tawang, Arunachal Pradesh, India",10-12-2025,ref to doc,16,,,,,,,N/A,,87200,,,,,
653,8835,93895222,GEM/2025/B/6751137,,,,,,,"Jalandhar, Punjab, India",29-11-2025,,22,,,,,,,N/A,,85400,,,,,
654,13157,95017205,GEM/2025/B/6857415,,,,,,,"Kolkata, West Bengal, India",05-12-2025,ref to doc,1,,,,,,,N/A,,80000,,,,,
655,12980,94966982,Instrumentation - Dudhsagar Dairy Mehsana PIN-384002RFQ ID- 7118:,,,,,,,"Mehsana, Gujarat, India",01-12-2025,ref to doc,,,,,,,,N/A,,78000,,,,,
656,11597,94603268,GEM/2025/B/6890333,,,,,,,"Dhalai, Tripura, India",08-12-2025,ref to doc,7953,,,,,,,N/A,,75000,,,,,
657,12540,94858716,GEM/2025/B/6846810,,,,,,,"Kanpur, Uttar Pradesh, India",01-12-2025,ref to doc,212,,,,,,,N/A,,74174.4,,,,,
658,12573,94857653,GEM/2025/B/6876360,,,,,,,"Kanpur, Uttar Pradesh, India",01-12-2025,ref to doc,80,,,,,,,N/A,,73372,,,,,
659,9893,94171558,GEM/2025/B/6826024,,,,,,,"Thiruvananthapuram, Kerala, India",06-12-2025,,30,,,,,,,N/A,,72890,,,,,
660,13056,94992011,GEM/2025/B/6928428,,,,,,,"New Delhi, Delhi, India",17-12-2025,,725,,,,,,,N/A,,72427.5,,,,,
661,12534,94858570,GEM/2025/B/6915602,,,,,,,"Mumbai, Maharashtra, India",01-12-2025,ref to doc,1563,,,,,,,N/A,,72104,,,,,
662,12225,94775127,GEM/2025/B/6868811,,,,,,,"Hyderabad, Telangana, India",03-12-2025,ref to doc,60000,,,,,,,N/A,,72000,,,,,
663,12732,94904436,GEM/2025/B/6920083,,,,,,,"Kanpur, Uttar Pradesh, India",02-12-2025,ref to doc,60,,,,,,,N/A,,72000,,,,,
664,11906,94687295,GEM/2025/B/6856262,,,,,,,"Kanpur, Uttar Pradesh, India",27-11-2025,,21,,,,,,,N/A,,71971,,,,,
665,10947,94459370,GEM/2025/B/6741725,,,,,,,"Kanpur, Uttar Pradesh, India",26-11-2025,,11431,,,,,,,N/A,,71644.1,,,,,
666,11132,94498386,2025_ZPHD_944381_8,,,,,,,"Bardhaman, West Bengal, India",03-12-2025,ref to doc,,,,,,,,N/A,,70704,,,,,
667,10714,94414508,GEM/2025/B/6869134,,,,,,,"Kupwara, Jammu And Kashmir, India",29-11-2025,ref to doc,400,,,,,,,N/A,,70000,,,,,
668,12075,94734289,2025_IAV_820935_1,,,,,,,"Thiruvananthapuram, Kerala, India",26-11-2025,ref to doc,,,,,,,,N/A,,69650,,,,,
669,12082,94735440,GEM/2025/B/6903844,,,,,,,"Bhopal, Madhya Pradesh, India",28-11-2025,,37,,,,,,,N/A,,65091,,,,,
670,12226,94775129,GEM/2025/B/6868973,,,,,,,"Hyderabad, Telangana, India",03-12-2025,ref to doc,1300,,,,,,,N/A,,61900,,,,,
671,12379,94812472,GEM/2025/B/6864244,,,,,,,"Trivandrum, Kerala, India",11-12-2025,ref to doc,2,,,,,,,N/A,,61000,,,,,
672,12023,94714766,GEM/2025/B/6901364,,,,,,,"Gurdaspur, Punjab, India",27-11-2025,ref to doc,9,,,,,,,N/A,,60850,,,,,
673,12064,94727737,GEM/2025/B/6903464,,,,,,,"Kinnaur, Himachal Pradesh, India",29-11-2025,27-11-2025,10,,,,,,,N/A,,60000,,,,,
674,10691,94401397,GEM/2025/B/6788686,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,27,,,,,,,N/A,,58000,,,,,
675,11559,94594234,GEM/2025/B/6877496,,,,,,,"Datia, Madhya Pradesh, India",04-12-2025,,38,,,,,,,N/A,,57500,,,,,
676,12007,94719334,GEM/2025/B/6843914,,,,,,,"Visakhapatnam, Andhra Pradesh, India",09-12-2025,,9,,,,,,,N/A,,55492,,,,,
677,11308,94535665,GEM/2025/B/6883766,,,,,,,"Dhalai, Tripura, India",05-12-2025,ref to doc,61,,,,,,,N/A,,50000,,,,,
678,11641,94627952,GEM/2025/B/6892329,,,,,,,"Tinsukia, Assam, India",09-12-2025,18-11-2025,1189,,,,,,,N/A,,50000,,,,,
679,12052,94728529,GEM/2025/B/6902277,,,,,,,"Rajouri, Jammu And Kashmir, India",28-11-2025,,584,,,,,,,N/A,,50000,,,,,
680,12926,94948738,GEM/2025/B/6914821,,,,,,,"Kupwara, Jammu And Kashmir, India",04-12-2025,,6,,,,,,,N/A,,50000,,,,,
681,12577,94859092,GEM/2025/B/6915532,,,,,,,"Gurdaspur, Punjab, India",01-12-2025,22-11-2025,5348,,,,,,,N/A,,48000,,,,,
682,12497,94843597,GEM/2025/B/6915006,,,,,,,"Leh Ladakh, Jammu And Kashmir, India",04-12-2025,,17,,,,,,,N/A,,46934,,,,,
683,10408,94323255,GEM/2025/B/6860804,,,,,,,"Hisar, Haryana, India",27-11-2025,ref to doc,23470,,,,,,,N/A,,46200,,,,,
684,12889,94945624,GEM/2025/B/6923331,,,,,,,"Poonch, Jammu And Kashmir, India",03-12-2025,ref to doc,665,,,,,,,N/A,,43000,,,,,
685,12916,94948166,GEM/2025/B/6924734,,,,,,,"Hyderabad, Telangana, India",04-12-2025,,36,,,,,,,N/A,,40000,,,,,
686,12155,94757871,GEM/2025/B/6906258,,,,,,,"Jalpaiguri, West Bengal, India",28-11-2025,ref to doc,28,,,,,,,N/A,,39000,,,,,
687,10521,94359132,2025_MCGM_1241131_1,,,,,,,"Mumbai, Maharashtra, India",27-11-2025,ref to doc,,,,,,,,N/A,,30000,,,,,
688,10646,94390016,2025_MCGM_1241265_1,,,,,,,"Mumbai, Maharashtra, India",27-11-2025,ref to doc,,,,,,,,N/A,,30000,,,,,
689,11835,94667841,GEM/2025/B/6897321,,,,,,,"Pathankot, Punjab, India",26-11-2025,,396,,,,,,,N/A,,25000,,,,,
690,11853,94667245,GEM/2025/B/6895325,,,,,,,"East Sikkim, Sikkim, India",26-11-2025,ref to doc,61,,,,,,,N/A,,24964,,,,,
691,12624,94867847,GEM/2025/B/6917594,,,,,,,"Tinsukia, Assam, India",01-12-2025,,7,,,,,,,N/A,,24950,,,,,
692,12988,94971434,GEM/2025/B/6927582,,,,,,,"Mathura, Uttar Pradesh, India",04-12-2025,ref to doc,18,,,,,,,N/A,,21266,,,,,
693,12625,94867864,GEM/2025/B/6917648,,,,,,,"Ganjam, Orissa, India",12-12-2025,02-12-2025,48,,,,,,,N/A,,21127,,,,,
694,10570,94377331,2025_DHFW_818266_1,,,,,,,"Pondicherry, Puducherry, India",28-11-2025,ref to doc,,,,,,,,N/A,,20000,,,,,
695,12197,94761676,GEM/2025/B/6906572,,,,,,,"Ambala, Haryana, India",09-12-2025,ref to doc,87,,,,,,,N/A,,20000,,,,,
696,9546,94099397,GEM/2025/B/6842339,,,,,,,"Hazaribagh, Jharkhand, India",27-11-2025,,48,,,,,,,N/A,,17800,,,,,
697,12145,94757191,GEM/2025/B/6906158,,,,,,,"Jamnagar, Gujarat, India",28-11-2025,,9,,,,,,,N/A,,15600,,,,,
698,11699,94609283,GEM/2025/B/6892929,,,,,,,"Agra, Uttar Pradesh, India",01-12-2025,,39,,,,,,,N/A,,15300,,,,,
699,12893,94946110,GEM/2025/B/6923837,,,,,,,"Mumbai, Maharashtra, India",16-12-2025,ref to doc,5,,,,,,,N/A,,10000,,,,,
700,13093,95000408,GEM/2025/B/6929492,,,,,,,"Bilaspur , Chhattisgarh, India",10-12-2025,,20,,,,,,,N/A,,7616,,,,,
701,12047,94728063,GEM/2025/B/6830030,,,,,,,"Thiruvananthapuram, Kerala, India",28-11-2025,,15,,,,,,,N/A,,6000,,,,,
702,12048,94728069,GEM/2025/B/6830356,,,,,,,"Thiruvananthapuram, Kerala, India",28-11-2025,,10,,,,,,,N/A,,3500,,,,,
703,12614,94867162,GEM/2025/B/6762445,,,,,,,"Shimla, Himachal Pradesh, India",12-12-2025,,300,,,,,,,N/A,,2847,,,,,
